Date,Age,Gender,Marital_Status,Num_Children,Employment_Status,Monthly_Household_Income,Had_Health_Insurance,Insurance_Cover,Last_Hospital_Visit_Months,Had_Health_Insurance_During_Last_Visit,Had_Routine_Checkup,Checkup_Interval_Years,Had_Cancer_Screening,Cancer_Screening_Interval_Years
22/06/2023,18-30,Female,Single,1,Unemployed,0-9999,No,,3,No,No,,No,
22/06/2023,18-30,Female,Married,1,Unemployed,0-9999,No,,5,No,No,,No,
22/06/2023,41-50,Female,Married,3,Self-employed,20001-30000,No,,5,No,No,,Yes,2
22/06/2023,31-40,Female,Married,2,Unemployed,0-9999,No,,7,No,No,,No,
22/06/2023,51-60,Male,Married,4,Self-employed,40001-50000,Yes,NHIF,2,Yes,Yes,1,Yes,1
22/06/2023,31-40,Male,Married,2,Employed,0-9999,Yes,NHIF ,5,Yes,No,,Yes,1
22/06/2023,41-50,Male,Married,3,Employed,10001-20000,Yes,APa,1,Yes,Yes,1,Yes,1
22/06/2023,31-40,Female,Married,1,Unemployed,0-9999,No,,1,No,No,,No,
22/06/2023,18-30,Female,Single,0,Employed,20001-30000,Yes,NHIF ,1,Yes,No,,No,
22/06/2023,41-50,Male,Married,4,Employed,40001-50000,Yes,NHIF ,0,Yes,Yes,1,Yes,1
22/06/2023,31-40,Female,Married,2,Self-employed,0-9999,Yes,NHIF ,1,Yes,No,,No,
22/06/2023,31-40,Male,Married,1,Employed,10001-20000,Yes,NHIF ,6,Yes,No,,No,
22/06/2023,18-30,Male,Single,0,Employed,10001-20000,Yes,NHIF ,8,Yes,No,,No,
22/06/2023,18-30,Female,Single,0,Employed,20001-30000,Yes,Britam ,1,Yes,No,,No,
22/06/2023,31-40,Male,Single,0,Self-employed,10001-20000,Yes,APA ,2,Yes,,,No,
22/06/2023,60+,Female,Married,8,Unemployed,0-9999,Yes,Life ,1,No,Yes,1,Yes,1
22/06/2023,18-30,Female,Married,3,Employed,,No,,3,No,No,,No,
22/06/2023,51-60,Female,Married,4,Employed,20001-30000,No,,3,No,No,,Yes,3
22/06/2023,18-30,Male,Married,3,Employed,20001-30000,No,,3,No,Yes,3,Yes,1
22/06/2023,31-40,Male,Married,3,Employed,10001-20000,No,,2,No,Yes,2,No,
22/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,1,No,No,,No,
22/06/2023,31-40,Female,Married,3,Self-employed,20001-30000,No,,2,No,No,,No,
22/06/2023,31-40,Male,Married,4,Employed,20001-30000,No,,2,No,No,,No,
22/06/2023,41-50,Male,Married,3,Self-employed,30001-40000,Yes,Nhif ,2,Yes,No,,No,
22/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,2,No,No,,No,
22/06/2023,18-30,Female,Single,1,Employed,0-9999,Yes,NHIF,2,No,No,,No,
22/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,12,No,No,,No,
22/06/2023,41-50,Male,Married,3,Employed,10001-20000,Yes,NHIF,3,No,No,,No,
22/06/2023,18-30,,Married,1,Unemployed,0-9999,No,,18,No,No,,No,
22/06/2023,18-30,Female,Married,1,Unemployed,10001-20000,Yes,NHIF ,0,Yes,Yes,,No,
22/06/2023,41-50,Male,Divorced,2,Employed,10001-20000,Yes,NHIF ,24,Yes,No,,No,
22/06/2023,51-60,Female,,7,Unemployed,0-9999,Yes,NHIF ,1,No,Yes,1,No,
22/06/2023,18-30,Female,Married,3,Self-employed,0-9999,No,,0,No,No,,No,
22/06/2023,18-30,Female,Single,2,Employed,0-9999,No,,5,No,No,,No,
22/06/2023,18-30,Male,Single,0,Employed,10001-20000,Yes,NHIF ,15,Yes,No,,No,
22/06/2023,51-60,Female,Married,5,Employed,40001-50000,Yes,Nhif,1,Yes,Yes,1,No,
22/06/2023,31-40,Male,Married,2,Self-employed,20001-30000,Yes,Nhif,12,Yes,No,,No,
22/06/2023,18-30,Male,Single,1,Self-employed,10001-20000,No,,5,No,No,,,
22/06/2023,18-30,Male,Single,0,Unemployed,0-9999,Yes,Nhif,20,Yes,No,,No,
22/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,6,No,No,,No,
22/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,2,No,No,,No,
22/06/2023,18-30,Male,Single,0,Unemployed,10001-20000,Yes,Nhif,10,Yes,No,,No,
22/06/2023,18-30,Female,Single,1,Unemployed,0-9999,Yes,Nhif,1,Yes,No,,No,
22/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,15,No,No,,No,
22/06/2023,18-30,Male,Single,0,Self-employed,20001-30000,Yes,Nhif,7,Yes,No,,No,
22/06/2023,18-30,Female,Single,1,Self-employed,10001-20000,Yes,Britam,2,Yes,Yes,1,No,
22/06/2023,18-30,Female,Single,0,Self-employed,0-9999,No,,5,No,No,,No,
22/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,4,No,No,,No,
22/06/2023,18-30,Female,Single,0,Unemployed,0-9999,Yes,Nhif,8,Yes,No,,No,
22/06/2023,18-30,Male,Single,1,Self-employed,20001-30000,Yes,,5,No,No,,No,
22/06/2023,18-30,Male,Single,2,Employed,20001-30000,No,,5,No,No,,No,
22/06/2023,31-40,Female,Married,2,Employed,40001-50000,Yes,Jubilee,3,Yes,Yes,3,No,
22/06/2023,18-30,Male,Single,1,Unemployed,10001-20000,No,,5,No,No,,No,
22/06/2023,41-50,Male,Married,3,Self-employed,40001-50000,No,,3,No,No,,No,
22/06/2023,41-50,Female,Divorced,2,Employed,40001-50000,Yes,Britam,9,Yes,Yes,3,No,
22/06/2023,18-30,Female,Single,1,Unemployed,20001-30000,No,,4,No,No,,No,
22/06/2023,18-30,Male,Single,1,Unemployed,20001-30000,No,,2,No,No,,No,
22/06/2023,51-60,Male,Married,3,Employed,40001-50000,No,,4,No,No,,No,
22/06/2023,18-30,Female,Divorced,1,Self-employed,20001-30000,No,,2,No,No,,No,
22/06/2023,31-40,Male,Married,3,Self-employed,20001-30000,Yes,NHIF,7,Yes,No,,No,
22/06/2023,18-30,Female,Married,0,Self-employed,0-9999,No,,2,No,No,,No,
22/06/2023,41-50,Male,Married,3,Employed,20001-30000,Yes,NHIF,8,No,No,,No,
22/06/2023,18-30,Male,Married,1,Self-employed,10001-20000,Yes,NHIF,6,Yes,No,,No,
22/06/2023,18-30,Female,Married,2,Unemployed,0-9999,No,,3,No,No,,No,
22/06/2023,41-50,Male,Married,4,Employed,20001-30000,No,,1,No,No,,No,
22/06/2023,18-30,Male,Married,0,Employed,10001-20000,No,,10,No,No,,No,
22/06/2023,41-50,Male,Married,5,Unemployed,0-9999,Yes,NHIF,3,Yes,No,,No,
22/06/2023,31-40,Female,Married,5,Unemployed,0-9999,No,,6,No,Yes,1,No,
22/06/2023,60+,Female,Divorced,7,Unemployed,0-9999,Yes,NHIF,2,Yes,Yes,1,Yes,1
22/06/2023,18-30,Male,Single,0,Employed,10001-20000,Yes,NHIF,2,Yes,Yes,1,No,
22/06/2023,31-40,Female,Married,3,Self-employed,20001-30000,Yes,NHIF,8,Yes,No,,No,
22/06/2023,31-40,Male,Married,2,Self-employed,20001-30000,No,,6,No,No,,No,
22/06/2023,31-40,Male,Married,1,Employed,10001-20000,No,,12,No,No,,No,
22/06/2023,31-40,Female,Married,2,Employed,10001-20000,No,,11,No,No,,No,
22/06/2023,31-40,Male,Married,2,Employed,20001-30000,No,,12,No,No,,No,
22/06/2023,31-40,Female,Married,2,Employed,20001-30000,Yes,NHIF,12,No,No,,No,
22/06/2023,31-40,Male,Married,3,Employed,20001-30000,Yes,NHIF,1,Yes,Yes,1,No,
22/06/2023,41-50,Male,Married,3,Employed,40001-50000,Yes,NHIF,12,Yes,No,,No,
22/06/2023,41-50,Female,Divorced,2,Employed,10001-20000,No,,6,No,No,,No,
23/06/2023,31-40,Male,Married,2,Self-employed,20001-30000,Yes,Nhif,2,No,No,,Yes,4+
23/06/2023,18-30,Female,Married,1,Unemployed,30001-40000,No,,,No,No,,No,
23/06/2023,41-50,Male,Married,5,Employed,30001-40000,Yes,NHIF,4,Yes,Yes,1,Yes,2
23/06/2023,60+,Male,Single,2,Unemployed,10001-20000,No,,1,No,Yes,1,No,
23/06/2023,31-40,Male,Single,,Unemployed,0-9999,No,,2,No,No,,No,
23/06/2023,18-30,Female,Single,,Unemployed,0-9999,No,,6,No,No,,No,
23/06/2023,60+,Female,Married,6,Self-employed,10001-20000,Yes,Nhif,1,Yes,Yes,1,Yes,1
23/06/2023,18-30,Male,Single,,Employed,20001-30000,Yes,Nhif,3,Yes,Yes,1,Yes,2
23/06/2023,60+,Female,Divorced,2,Unemployed,0-9999,No,,1,No,No,,No,4+
23/06/2023,31-40,Female,Single,,Unemployed,0-9999,No,,5,No,No,,No,
23/06/2023,41-50,Female,Married,2,Self-employed,20001-30000,Yes,NHIF,4,Yes,Yes,1,No,
23/06/2023,31-40,Female,Married,2,Unemployed,0-9999,No,,1,No,No,,No,
23/06/2023,41-50,Male,Married,4,Self-employed,40001-50000,Yes,"APA insurance
NHIF",1,Yes,Yes,1,No,
23/06/2023,18-30,Male,Single,0,Unemployed,0-9999,Yes,NHIF,5,Yes,Yes,1,No,
23/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,8,No,No,,No,
23/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,6,No,No,,No,
23/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,8,No,No,,No,
23/06/2023,18-30,Female,Single,1,Self-employed,0-9999,Yes,NHIF ,5,Yes,No,,No,
23/06/2023,31-40,Male,Married,3,Unemployed,10001-20000,Yes,NHIF ,6,Yes,No,,No,
23/06/2023,31-40,Male,Married,3,Self-employed,30001-40000,Yes,NHIF ,6,Yes,No,,No,
23/06/2023,18-30,Female,Married,2,Self-employed,20001-30000,Yes,NHIF,3,Yes,No,,No,
23/06/2023,31-40,Female,Married,3,Self-employed,20001-30000,Yes,NHIF,6,Yes,No,,No,
23/06/2023,31-40,Female,Married,4,Employed,30001-40000,Yes,"Jubilee
NHIF",6,Yes,No,,No,
23/06/2023,31-40,Male,Married,4,Employed,30001-40000,Yes,"NHIF
Jubilee ",2,Yes,No,,No,
23/06/2023,18-30,Female,Divorced,1,Unemployed,0-9999,Yes,NHIF,1,No,No,,No,
23/06/2023,31-40,Female,Married,2,Self-employed,10001-20000,Yes,NHIF,4,Yes,No,,Yes,4+
23/06/2023,18-30,Female,Single,0,Self-employed,10001-20000,Yes,NHIF,0.2,No,No,,No,
23/06/2023,41-50,Male,Married,5,Self-employed,40001-50000,Yes,NHIF,6,Yes,No,,No,
23/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,2,No,No,,No,
23/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,9,No,No,,No,
23/06/2023,41-50,Female,Married,2,Self-employed,40001-50000,Yes,Jubilee ,6,Yes,No,,Yes,2
23/06/2023,18-30,Female,Married,1,Self-employed,10001-20000,Yes,NHIF ,6,Yes,No,,No,
23/06/2023,18-30,Male,Single,0,Self-employed,10001-20000,No,,6,No,No,,No,
23/06/2023,31-40,Male,Married,3,Self-employed,20001-30000,Yes,NHIF,2,Yes,No,,No,
23/06/2023,31-40,Male,,2,Self-employed,20001-30000,No,,1,No,No,,Yes,4+
23/06/2023,31-40,Female,Married,2,Unemployed,0-9999,Yes,NHIF,2,Yes,No,,No,
23/06/2023,60+,Female,Married,5,Unemployed,0-9999,Yes,NHIF,1,Yes,Yes,1,Yes,4+
23/06/2023,18-30,Female,Married,2,Self-employed,10001-20000,Yes,NHIF,2,Yes,Yes,1,Yes,4+
23/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,1,No,No,,Yes,4+
23/06/2023,41-50,Female,Divorced,2,Self-employed,20001-30000,Yes,NHIF,2,Yes,Yes,1,Yes,4+
23/06/2023,60+,Male,Married,6,Unemployed,0-9999,Yes,NHIF,0.7,Yes,Yes,1,Yes,4+
23/06/2023,60+,Female,Married,6,Employed,10001-20000,No,,1,No,No,,Yes,4+
23/06/2023,41-50,Male,Married,2,Unemployed,0-9999,No,,2,No,No,,No,
23/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,5,No,No,,No,
23/06/2023,31-40,Female,Married,2,Self-employed,20001-30000,Yes,NHIF ,1,Yes,No,,No,
23/06/2023,18-30,Male,Married,2,Employed,20001-30000,Yes,NHIF ,4,Yes,No,,No,
23/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,5,No,No,,,
23/06/2023,31-40,Female,Married,2,Self-employed,20001-30000,No,,2,No,No,,No,
23/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,3,No,No,,No,
23/06/2023,41-50,Male,Married,5,Self-employed,20001-30000,No,,2,No,No,,No,
23/06/2023,31-40,Male,Single,2,Unemployed,0-9999,No,,3,No,No,,No,
23/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,2,No,No,,No,
23/06/2023,41-50,Female,Married,2,Self-employed,20001-30000,No,,5,No,No,,No,
23/06/2023,31-40,Male,Married,2,Self-employed,10001-20000,Yes,NHIF ,2,Yes,No,,Yes,2
23/06/2023,31-40,Male,Married,1,Unemployed,0-9999,No,,3,No,Yes,4+,Yes,2
23/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,2,No,No,,No,
23/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,5,No,No,,No,
23/06/2023,31-40,Male,Married,2,Self-employed,20001-30000,No,,2,No,No,,Yes,3
23/06/2023,51-60,Female,Married,4,Self-employed,20001-30000,Yes,NHIF ,3,Yes,Yes,4+,No,
23/06/2023,18-30,Male,Married,1,Employed,10001-20000,No,,2,No,No,,No,
23/06/2023,51-60,Female,Married,5,Employed,40001-50000,Yes,Nhif ,6,Yes,No,,No,
23/06/2023,31-40,Female,Married,3,Self-employed,20001-30000,Yes,Nhif ,0.9,Yes,No,,No,
23/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,3,No,No,,No,
23/06/2023,31-40,Male,Married,2,Employed,20001-30000,Yes,Nhif ,3,Yes,No,,No,
23/06/2023,41-50,Male,Divorced,2,Unemployed,0-9999,No,,6,No,No,,No,
23/06/2023,41-50,Female,Married,3,Self-employed,10001-20000,No,,8,No,No,,No,
23/06/2023,60+,Male,Married,6,Employed,50001+,Yes,Nhif ,2,Yes,Yes,4+,Yes,4+
23/06/2023,51-60,Female,Married,5,Unemployed,0-9999,No,,6,No,No,,No,
23/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,6,No,No,,No,
23/06/2023,18-30,Male,Single,0,Self-employed,10001-20000,No,,9,No,No,,No,
23/06/2023,31-40,Female,Married,3,Employed,20001-30000,Yes,Nhif ,0.3,Yes,No,,No,
23/06/2023,41-50,Female,Married,3,Self-employed,0-9999,Yes,NHIF,2,Yes,No,,No,
23/06/2023,41-50,Male,Married,2,Self-employed,10001-20000,Yes,Makueni care ,1,No,No,,No,
23/06/2023,60+,Female,Single,1,Unemployed,10001-20000,Yes,Makueni care,5,Yes,Yes,2,No,
23/06/2023,18-30,Male,Single,1,Self-employed,0-9999,No,,10,No,No,,No,
23/06/2023,18-30,Female,Married,1,Unemployed,0-9999,Yes,Makueni care,6,No,No,,No,
23/06/2023,41-50,Male,Married,3,Employed,50001+,Yes,NHIF,3,Yes,No,,No,
23/06/2023,41-50,Female,Married,4,Employed,0-9999,Yes,Makueni care,4,No,No,,Yes,
23/06/2023,60+,Female,Married,5,Unemployed,0-9999,Yes,Makueni care,4,Yes,No,,No,
23/06/2023,60+,Female,Married,7,Unemployed,10001-20000,Yes,NHIF,5,Yes,Yes,1,No,
23/06/2023,31-40,Female,Married,3,Unemployed,0-9999,Yes,NHIF,3,No,No,,Yes,4+
23/06/2023,31-40,Male,Married,2,Self-employed,10001-20000,Yes,NHIF,1,No,No,,No,
23/06/2023,18-30,Female,Single,0,Employed,10001-20000,Yes,NHIF,2,No,No,,Yes,4+
23/06/2023,51-60,Female,Married,5,Self-employed,20001-30000,Yes,NHIF ,2,Yes,No,,No,
23/06/2023,18-30,Female,Single,0,Unemployed,0-9999,Yes,NHIF ,4,No,No,,No,
23/06/2023,31-40,Female,Married,2,Self-employed,40001-50000,Yes,NHIF,3,Yes,No,,No,
23/06/2023,41-50,Male,Married,3,Unemployed,10001-20000,Yes,NHIF,5,No,No,,No,
23/06/2023,18-30,Male,Single,,Unemployed,0-9999,No,,6,No,No,,No,
23/06/2023,31-40,Male,Married,1,Employed,50001+,Yes,NHIF,3,Yes,No,,Yes,2
23/06/2023,60+,Male,Married,8,Unemployed,0-9999,Yes,2,2,Yes,Yes,1,No,
23/06/2023,31-40,Female,Married,1,Employed,20001-30000,Yes,NHIF,4,No,No,,No,
23/06/2023,41-50,Male,Divorced,2,Unemployed,10001-20000,Yes,NHIF,6,No,No,,No,
23/06/2023,60+,Female,Divorced,8,Unemployed,50001+,Yes,NHIF,1,Yes,Yes,1,Yes,2
23/06/2023,18-30,Female,Married,2,Employed,20001-30000,Yes,NHIF,1,No,No,,Yes,2
23/06/2023,18-30,Male,Single,,Unemployed,0-9999,Yes,NHIF,7,No,No,,No,
23/06/2023,31-40,Male,Married,4,Self-employed,20001-30000,Yes,NHIF,2,No,Yes,1,No,
23/06/2023,31-40,Female,Single,2,Self-employed,20001-30000,Yes,Jubilee,1,Yes,No,,Yes,3
23/06/2023,31-40,Female,Married,3,Self-employed,10001-20000,No,,2,No,No,,No,
23/06/2023,31-40,Male,Single,0,Employed,40001-50000,Yes,NHIF ,1,Yes,Yes,1,No,
23/06/2023,41-50,Female,Single,4,Employed,20001-30000,No,,9,No,No,,Yes,2
23/06/2023,31-40,Female,Married,1,Employed,20001-30000,Yes,Linda mama ,3,No,Yes,4+,No,
23/06/2023,18-30,Female,Single,0,Unemployed,20001-30000,Yes,NHIF ,6,No,Yes,4+,No,
23/06/2023,60+,Male,Married,7,Unemployed,0-9999,Yes,NHIF,2,Yes,Yes,2,Yes,3
23/06/2023,41-50,Male,Married,4,Employed,20001-30000,No,,10,No,No,,No,
23/06/2023,51-60,Male,Married,5,Self-employed,40001-50000,Yes,Jubilee ,9,Yes,No,,Yes,4+
23/06/2023,31-40,Male,Single,1,Employed,20001-30000,Yes,NHIF ,9,Yes,No,,No,
23/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,8,No,No,,No,
23/06/2023,31-40,Female,Married,2,Self-employed,20001-30000,Yes,Madison insurance ,5,Yes,Yes,1,No,
23/06/2023,18-30,Female,Single,1,Self-employed,0-9999,No,,5,No,No,,No,
23/06/2023,41-50,Female,Married,4,Self-employed,40001-50000,Yes,Madison insurance ,3,Yes,Yes,2,Yes,1
23/06/2023,18-30,Male,Single,0,Unemployed,0-9999,Yes,NHIF ,18,Yes,No,,No,
23/06/2023,31-40,Male,Married,2,Employed,50001+,Yes,APA insurance ,5,Yes,Yes,2,No,
23/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,16,No,No,,No,
23/06/2023,18-30,Male,Single,0,Employed,10001-20000,Yes,NHIF ,5,Yes,No,,No,
23/06/2023,31-40,Male,Married,2,Self-employed,20001-30000,Yes,NHIF ,6,Yes,No,,No,
23/06/2023,31-40,Female,Married,2,Employed,50001+,Yes,APA Insurance ,2,Yes,Yes,3,Yes,3
23/06/2023,41-50,Male,Single,0,Self-employed,50001+,Yes,NHIF,4,Yes,No,,No,
23/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,15,No,No,,No,
23/06/2023,51-60,Male,Divorced,3,Self-employed,50001+,Yes,NHIF ,9,Yes,Yes,4+,No,
23/06/2023,18-30,Male,Single,0,Self-employed,20001-30000,Yes,NHIF ,1,Yes,Yes,1,Yes,4+
23/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,8,No,No,,No,
23/06/2023,41-50,Female,Divorced,3,Employed,40001-50000,Yes,NHIF,6,Yes,No,,No,
23/06/2023,18-30,Female,Single,1,Self-employed,20001-30000,Yes,Linda Mama ,4,Yes,Yes,4+,No,
23/06/2023,60+,Male,Married,3,Unemployed,0-9999,Yes,NHIF ,3,Yes,Yes,1,Yes,1
23/06/2023,31-40,Male,Married,2,Self-employed,50001+,Yes,APA Insurance ,5,Yes,No,,No,
23/06/2023,18-30,Male,Single,1,Employed,0-9999,Yes,NHIF ,1,Yes,Yes,1,Yes,1
23/06/2023,31-40,Male,Single,,Employed,10001-20000,Yes,NHIF ,2,No,No,,No,
23/06/2023,,Female,Married,2,Employed,20001-30000,Yes,"NHIF
BRITAM ",2,Yes,No,,No,
23/06/2023,31-40,Male,Married,6,Unemployed,,Yes,NHIF ,2,No,No,,No,
23/06/2023,41-50,Male,Married,2,Self-employed,20001-30000,Yes,NHIF ,5,Yes,No,,No,
23/06/2023,18-30,Male,Married,1,Unemployed,0-9999,No,,0,No,No,,No,
23/06/2023,31-40,Male,Single,,Employed,10001-20000,No,,6,No,Yes,2,No,
23/06/2023,41-50,Male,Single,1,Employed,10001-20000,,NHIF ,3,No,No,,No,
23/06/2023,18-30,Male,Single,,Unemployed,,No,,9,No,No,,No,
23/06/2023,18-30,Female,Married,1,Self-employed,0-9999,No,,8,No,No,,No,
23/06/2023,31-40,Male,Married,1,Employed,40001-50000,Yes,Britam,24,No,No,,No,
23/06/2023,18-30,Female,Married,1,Unemployed,,Yes,NHIF,1,Yes,No,,No,
23/06/2023,18-30,Female,Married,2,Unemployed,,Yes,NHIF,4,Yes,No,,No,
23/06/2023,41-50,Male,Married,3,Employed,50001+,Yes,NHIF,2,Yes,No,,No,
23/06/2023,18-30,Female,Married,2,Unemployed,,Yes,NHIF,2,Yes,No,,No,
23/06/2023,51-60,Female,Married,4,Unemployed,,Yes,NHIF,3,Yes,Yes,1,No,
23/06/2023,31-40,Female,Married,3,Unemployed,,No,,8,No,No,,No,
23/06/2023,41-50,Male,Married,2,Employed,40001-50000,Yes,NHIF,5,Yes,No,,Yes,1
23/06/2023,18-30,Male,Married,1,Self-employed,40001-50000,Yes,NHIF,36,No,No,,No,
23/06/2023,18-30,Male,Single,0,Unemployed,,No,,18,No,No,,No,
23/06/2023,18-30,Male,Married,1,Self-employed,10001-20000,No,,2,No,No,,No,
23/06/2023,18-30,Male,Married,1,Self-employed,10001-20000,Yes,NHIF ,1,Yes,No,,No,
23/06/2023,41-50,Male,Married,3,Self-employed,0-9999,No,,3,No,No,,No,
23/06/2023,31-40,Female,Single,1,Unemployed,0-9999,No,,9.5,No,No,,No,
23/06/2023,18-30,Male,Single,2,Employed,20001-30000,Yes,NHIF ,1,Yes,No,,No,
23/06/2023,51-60,Male,Married,4,Self-employed,0-9999,No,,3,No,No,,No,
23/06/2023,31-40,Female,Married,3,Unemployed,0-9999,No,,5,No,No,,No,
23/06/2023,51-60,Male,Married,2,Unemployed,0-9999,No,,4,No,No,,No,
23/06/2023,31-40,Male,Married,3,Employed,50001+,Yes,Britam ,2,Yes,Yes,3,No,
23/06/2023,18-30,Male,Single,1,Unemployed,0-9999,No,,8.5,No,No,,No,
23/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,4,No,No,,No,
23/06/2023,31-40,Female,Married,3,Unemployed,,Yes,Nhif,5,No,No,,No,
23/06/2023,18-30,Male,Single,1,Employed,10001-20000,No,,,No,No,,No,
23/06/2023,41-50,Female,Single,1,Unemployed,,Yes,Nhif ,1,No,No,,No,
23/06/2023,31-40,Female,Married,3,Self-employed,0-9999,Yes,Nhif,7,Yes,No,,Yes,1
23/06/2023,31-40,Female,Married,2,Self-employed,10001-20000,No,,8,No,No,,No,
23/06/2023,31-40,Female,Married,,Self-employed,10001-20000,No,,2,No,No,,No,
23/06/2023,18-30,Female,Single,1,Employed,10001-20000,Yes,Nhif ,6,No,No,,No,
23/06/2023,31-40,Male,Married,,Employed,20001-30000,No,,15,No,No,,Yes,2
23/06/2023,31-40,Female,Single,1,Employed,10001-20000,No,,9,No,No,,No,
23/06/2023,18-30,Male,Single,,Employed,0-9999,No,,8,No,No,,No,
23/06/2023,31-40,Male,Single,2,Employed,20001-30000,Yes,,2,No,No,,Yes,2
23/06/2023,41-50,Male,Married,3,Employed,40001-50000,Yes,NHIF ,1,Yes,No,,Yes,3
23/06/2023,18-30,Male,Married,3,Unemployed,0-9999,Yes,Britam ,2,Yes,No,,Yes,2
23/06/2023,31-40,Female,Married,3,Employed,40001-50000,Yes,NHIF ,1,Yes,No,,Yes,4+
23/06/2023,41-50,Male,Married,1,Employed,40001-50000,Yes,NHIF ,3,Yes,No,,Yes,2
23/06/2023,31-40,Male,Single,2,Employed,20001-30000,Yes,Britam ,1,Yes,No,,Yes,1
23/06/2023,60+,Female,Divorced,2,Employed,40001-50000,Yes,NHIF ,2,Yes,Yes,2,Yes,1
23/06/2023,51-60,Male,Single,,Unemployed,0-9999,Yes,County health insurance ,1,Yes,Yes,1,Yes,1
23/06/2023,41-50,Male,Married,2,Unemployed,0-9999,Yes,Nhif ,2,Yes,Yes,2,Yes,1
23/06/2023,31-40,Male,Married,2,Employed,40001-50000,Yes,NHIF ,1,Yes,Yes,3,Yes,2
23/06/2023,18-30,Male,Married,3,Employed,10001-20000,No,,1,Yes,Yes,3,Yes,3
23/06/2023,41-50,Male,Married,3,Employed,40001-50000,Yes,NHIF ,3,Yes,Yes,2,Yes,2
23/06/2023,41-50,Male,Married,2,Employed,40001-50000,Yes,Britam ,1,Yes,Yes,2,Yes,2
23/06/2023,51-60,Male,Married,,Employed,10001-20000,No,,1,No,Yes,1,Yes,1
23/06/2023,41-50,Male,Married,1,Employed,10001-20000,Yes,Britam ,2,Yes,Yes,2,Yes,2
23/06/2023,31-40,Male,Single,1,Unemployed,,No,,1,Yes,Yes,2,Yes,1
23/06/2023,31-40,Male,Married,2,Self-employed,10001-20000,Yes,NHIF ,1,Yes,Yes,1,No,
23/06/2023,51-60,Male,Married,4,Unemployed,50001+,Yes,Nhif ,1,Yes,Yes,1,Yes,2
23/06/2023,31-40,Male,Married,2,Employed,20001-30000,Yes,Nhif ,1,Yes,Yes,2,Yes,2
23/06/2023,31-40,Male,Married,1,Employed,40001-50000,Yes,JUBILEE ,,,Yes,4+,Yes,4+
23/06/2023,18-30,Male,Single,,Unemployed,,No,,4,No,No,,No,
23/06/2023,31-40,Male,Married,1,Employed,10001-20000,Yes,NHIF ,6,Yes,Yes,3,Yes,3
23/06/2023,18-30,Female,Single,,,,No,,36,No,No,,No,
23/06/2023,31-40,Female,Married,1,Employed,10001-20000,Yes,NHIF,36,Yes,No,,No,
23/06/2023,31-40,Male,Married,1,Employed,10001-20000,Yes,NHIF ,,,No,,No,
23/06/2023,41-50,Male,Single,,Self-employed,40001-50000,Yes,NHIF ,2,Yes,No,,No,
23/06/2023,31-40,Male,Single,,Employed,20001-30000,Yes,NHIF ,4,Yes,No,,No,
23/06/2023,31-40,Female,Married,2,Employed,20001-30000,Yes,NHIF ,4,Yes,Yes,,No,
23/06/2023,41-50,Male,Married,2,Employed,20001-30000,Yes,NHIF ,4,Yes,No,,No,
23/06/2023,18-30,Male,Single,1,Self-employed,20001-30000,Yes,Nhif,17,Yes,No,,No,
23/06/2023,18-30,Male,Single,0,Unemployed,10001-20000,No,,8,No,No,,No,
23/06/2023,18-30,Female,Married,1,Employed,20001-30000,Yes,NHIF,3,Yes,No,,No,
23/06/2023,31-40,Male,Married,3,Employed,40001-50000,Yes,AAR,5,Yes,No,,No,
23/06/2023,31-40,Male,Married,2,Employed,10001-20000,Yes,Nhif,1,Yes,No,,No,
23/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,3,No,No,,No,
23/06/2023,18-30,Male,Married,2,Employed,20001-30000,Yes,Nhif ,24,Yes,No,,No,
23/06/2023,31-40,Male,Married,3,Employed,20001-30000,Yes,Nhif,18,Yes,No,,No,
